Ref_No,VM_ID,ImgSize,VM_Memory,MIPs,Bandwidth,PES
HEFT00086,4,15911,1278,1801.0,1294,3
HEFT00086,5,19335,892,1812.0,1486,3
HEFT00086,6,16184,1374,1064.0,1092,2
HEFT00086,7,14273,1522,1090.0,1500,1
HEFT00087,0,15088,1211,1739.0,1118,3
HEFT00087,1,10672,1001,1910.0,1149,1
HEFT00087,2,15591,1297,1380.0,1569,1
HEFT00087,3,18375,827,1598.0,1340,3
HEFT00087,4,13707,927,1154.0,1364,1
HEFT00087,5,15999,1191,1687.0,1621,1
HEFT00087,6,10534,1086,1701.0,1890,3
HEFT00087,7,16956,567,1031.0,1331,3
HEFT00087,8,17161,646,1747.0,1978,1
HEFT00087,9,14518,1166,1235.0,1707,1
HEFT00087,10,12037,1166,1460.0,1573,1
HEFT00088,0,13241,644,1739.0,1156,2
HEFT00088,1,17323,1043,1225.0,1886,3
HEFT00088,2,15595,680,1701.0,1954,1
HEFT00088,3,18998,890,1792.0,1125,2
HEFT00088,4,17775,607,1007.0,1203,2
HEFT00088,5,12438,1503,1124.0,1327,2
HEFT00088,6,17055,1271,1190.0,1480,3
HEFT00088,7,13596,1398,1027.0,1617,1
HEFT00088,8,12735,1281,1705.0,1416,1
HEFT00088,9,17792,1307,1993.0,1289,3
HEFT00088,10,12605,1055,1641.0,1121,1
HEFT00089,0,12233,1187,1741.0,1139,1
HEFT00089,1,18257,646,1516.0,1391,3
HEFT00089,2,11257,880,1268.0,1933,1
HEFT00089,3,16111,1513,1104.0,1172,1
HEFT00089,4,12180,638,1244.0,1444,1
HEFT00089,5,19160,628,1971.0,1658,1
HEFT00089,6,14726,952,1214.0,1274,2
HEFT00089,7,15334,734,1684.0,1239,3
HEFT00090,0,17418,968,1318.0,1841,2
HEFT00090,1,13680,1118,1001.0,1459,1
HEFT00090,2,12419,1096,1407.0,1396,2
HEFT00090,3,16180,826,1576.0,1308,3
HEFT00090,4,19444,916,1493.0,1938,1
HEFT00090,5,16622,1053,1681.0,1262,1
HEFT00090,6,11449,624,1239.0,1385,3
HEFT00090,7,11253,1523,1846.0,1393,1
HEFT00091,0,16871,549,1965.0,1218,3
HEFT00091,1,13470,1390,1912.0,1226,3
HEFT00091,2,11249,716,1395.0,1807,2
HEFT00091,3,10875,1267,1244.0,1353,1
HEFT00091,4,15660,1011,1506.0,1916,1
HEFT00091,5,13131,1513,1993.0,1522,3
HEFT00091,6,13037,1469,1775.0,1472,2
HEFT00091,7,15939,947,1885.0,1227,3
HEFT00091,8,10394,1450,1394.0,1077,1
HEFT00092,0,12526,1009,1524.0,1889,2
HEFT00092,1,18390,610,1262.0,1066,2
HEFT00092,2,18405,979,1489.0,1212,2
HEFT00092,3,17952,514,1567.0,1065,3
HEFT00092,4,14955,1448,1150.0,1445,1
HEFT00092,5,12978,671,1888.0,1652,2
HEFT00092,6,14197,1298,1484.0,1866,3
HEFT00092,7,15788,750,1309.0,1793,1
HEFT00093,0,10133,861,1399.0,1686,3
HEFT00093,1,13778,1443,1632.0,1936,1
HEFT00093,2,13008,1462,1597.0,1906,1
HEFT00093,3,17926,720,1695.0,1528,2
HEFT00093,4,13489,878,1664.0,1662,1
HEFT00093,5,10982,693,1422.0,1182,2
HEFT00093,6,11894,1362,1031.0,1486,2
HEFT00093,7,17747,760,1262.0,1353,1
HEFT00093,8,17175,847,1470.0,1149,1
HEFT00093,9,16204,1014,1545.0,1833,3
HEFT00093,10,13134,1268,1833.0,1593,3
HEFT00094,0,11925,1531,1390.0,1244,1
HEFT00094,1,16547,516,1214.0,1999,1
HEFT00094,2,13968,1377,1708.0,1603,2
HEFT00094,3,16583,874,1009.0,1968,2
HEFT00094,4,12834,1019,1801.0,1713,3
HEFT00094,5,13481,1176,1601.0,1452,1
HEFT00094,6,12058,1077,1404.0,1293,2
HEFT00094,7,14659,1218,1507.0,1290,1
HEFT00095,0,10726,865,1845.0,1198,3
HEFT00095,1,15588,792,1155.0,1439,2
HEFT00095,2,18244,1394,1399.0,1680,1
HEFT00095,3,16508,966,1401.0,1751,2
HEFT00095,4,14062,620,1995.0,1576,2
HEFT00095,5,18922,809,1631.0,1371,2
HEFT00095,6,11875,1374,1288.0,1154,3
HEFT00095,7,16582,687,1743.0,1027,2
HEFT00096,0,11552,719,1956.0,1896,2
HEFT00096,1,18094,1339,1081.0,1850,1
HEFT00096,2,17820,1019,1302.0,1355,3
HEFT00096,3,18591,1242,1563.0,1368,2
HEFT00096,4,15592,1058,1594.0,1734,2
HEFT00096,5,10877,845,1344.0,1548,3
HEFT00096,6,19682,1019,1598.0,1945,3
HEFT00096,7,17427,895,1729.0,1570,2
HEFT00096,8,16803,1071,1287.0,1515,2
HEFT00096,9,13391,1065,1649.0,1653,1
HEFT00096,10,19978,772,1505.0,1081,3
HEFT00097,0,19304,1431,1385.0,1396,1
HEFT00097,1,13244,1240,1526.0,1158,1
HEFT00097,2,18486,1104,1015.0,1482,2
HEFT00097,3,14379,1149,1142.0,1448,1
HEFT00097,4,13686,956,1291.0,1171,3
HEFT00097,5,17712,1076,1003.0,1031,2
HEFT00097,6,10656,1533,1318.0,1066,3
HEFT00097,7,17553,1075,1912.0,1027,1
HEFT00097,8,13950,1255,1466.0,1946,2
HEFT00098,0,18240,565,1230.0,1463,3
HEFT00098,1,10868,582,1153.0,1168,1
HEFT00098,2,16981,1356,1492.0,1863,1
HEFT00098,3,19833,763,1635.0,1854,2
HEFT00098,4,17081,1294,1292.0,1770,3
HEFT00098,5,15350,1182,1191.0,1179,3
HEFT00098,6,12849,1341,1189.0,1192,2
HEFT00098,7,18960,708,1316.0,1425,1
HEFT00098,8,19231,1436,1892.0,1284,1
HEFT00098,9,13786,1278,1896.0,1826,1
HEFT00099,0,15292,1387,1451.0,1348,2
HEFT00099,1,11058,701,1452.0,1490,3
HEFT00099,2,14673,685,1248.0,1365,3
HEFT00099,3,16050,1084,1442.0,1371,1
HEFT00099,4,13597,762,1472.0,1659,2
HEFT00099,5,15766,1081,1792.0,1709,1
HEFT00099,6,12501,1293,1726.0,1279,2
HEFT00099,7,19177,856,1133.0,1711,2
HEFT00100,0,14670,1236,1228.0,1201,1
HEFT00100,1,15126,795,1301.0,1773,3
HEFT00100,2,18876,983,1283.0,1043,1
HEFT00100,3,12399,862,1829.0,1939,2
HEFT00100,4,16852,1091,1611.0,1475,3
HEFT00100,5,17241,752,1600.0,1143,1
HEFT00100,6,19824,1108,1873.0,1346,3
HEFT00101,0,17982,536,1379.0,1721,3
HEFT00101,1,11411,1402,1304.0,1079,2
HEFT00101,2,15796,820,1546.0,1265,1
HEFT00101,3,11750,1200,1240.0,1413,1
HEFT00101,4,16682,1223,1743.0,1987,1
HEFT00101,5,10367,678,1918.0,1714,2
HEFT00101,6,16167,674,1807.0,1801,3
HEFT00101,7,14233,1492,1371.0,1005,2
HEFT00101,8,19500,1125,1888.0,1935,2
HEFT00101,9,19900,845,1980.0,1965,3
HEFT00102,0,17008,794,1817.0,1420,1
HEFT00102,1,11166,1309,1456.0,1301,3
HEFT00102,2,10012,686,1430.0,1911,1
HEFT00102,3,16243,1036,1889.0,1168,3
HEFT00102,4,17636,701,1137.0,1840,1
HEFT00102,5,17155,685,1233.0,1942,3
HEFT00102,6,13732,970,1693.0,1902,1
HEFT00103,0,17386,601,1304.0,1498,2
HEFT00103,1,15988,758,1534.0,1208,1
HEFT00103,2,18672,829,1532.0,1259,3
HEFT00103,3,19141,837,1875.0,1531,2
HEFT00103,4,14975,1371,1633.0,1319,3
HEFT00103,5,11139,1067,1461.0,1477,3
HEFT00103,6,14099,929,1343.0,1216,3
HEFT00103,7,10979,1464,1717.0,1071,3
HEFT00103,8,15556,1100,1402.0,1640,1
HEFT00103,9,12842,1484,1435.0,1755,3
HEFT00104,0,18277,1464,1704.0,1202,2
HEFT00104,1,13993,740,1117.0,1665,1
HEFT00104,2,10073,758,1316.0,1101,1
HEFT00104,3,18496,848,1646.0,1902,3
HEFT00104,4,18346,607,1219.0,1700,3
HEFT00104,5,18318,1358,1251.0,1530,2
HEFT00104,6,15619,1357,1210.0,1395,3
HEFT00104,7,16119,1330,1947.0,1977,3
HEFT00104,8,13701,1396,1036.0,1998,1
HEFT00104,9,12115,1068,1725.0,1728,1
HEFT00105,0,17509,1016,1158.0,1472,3
HEFT00105,1,18649,645,1861.0,1412,2
HEFT00105,2,10615,738,1516.0,1702,3
HEFT00105,3,15843,1231,1378.0,1053,2
HEFT00105,4,10367,752,1381.0,1165,2
HEFT00105,5,10698,1421,1728.0,1424,2
HEFT00105,6,18786,1225,1215.0,1137,2
HEFT00105,7,10921,1456,1164.0,1693,3
HEFT00106,0,12295,1319,1861.0,1160,2
HEFT00106,1,19425,807,1438.0,1058,1
HEFT00106,2,19938,1468,1534.0,1756,3
HEFT00106,3,15864,603,1561.0,1697,2
HEFT00106,4,16650,1486,1973.0,1652,1
HEFT00106,5,18610,1252,1716.0,1215,1
HEFT00106,6,15705,749,1438.0,1312,2
HEFT00106,7,10040,1323,1083.0,1603,1
HEFT00106,8,12072,1512,1220.0,1514,2
HEFT00106,9,13718,1059,1642.0,1104,3
HEFT00107,0,18174,1219,1499.0,1628,1
HEFT00107,1,12840,1238,1057.0,1940,3
HEFT00107,2,16059,939,1430.0,1104,1
HEFT00107,3,18012,1294,1273.0,1623,1
HEFT00107,4,16400,1276,1536.0,1621,1
HEFT00107,5,15765,854,1921.0,1284,2
HEFT00107,6,17611,1447,1083.0,1339,2
HEFT00107,7,16475,591,1355.0,1576,2
HEFT00107,8,17068,909,1556.0,1411,2
HEFT00107,9,19999,858,1287.0,1620,3
HEFT00108,0,17937,533,1435.0,1094,1
HEFT00108,1,15564,836,1227.0,1594,2
HEFT00108,2,14565,1490,1807.0,1474,1
HEFT00108,3,16988,1282,1550.0,1609,2
HEFT00108,4,17605,925,1032.0,1296,1
HEFT00108,5,11896,1077,1085.0,1898,2
HEFT00108,6,11236,1359,1970.0,1344,1
HEFT00109,0,17026,1324,1878.0,1946,3
HEFT00109,1,15531,1358,1397.0,1568,1
HEFT00109,2,18756,822,1831.0,1740,3
HEFT00109,3,17543,614,1979.0,1820,1
HEFT00109,4,15909,603,1468.0,1105,2
HEFT00109,5,12675,984,1317.0,1965,2
HEFT00109,6,11835,1111,1645.0,1662,3
HEFT00109,7,10184,905,1197.0,1185,3
HEFT00110,0,11729,797,1926.0,1142,2
HEFT00110,1,19331,828,1983.0,1005,2
HEFT00110,2,14103,747,1159.0,1204,1
HEFT00110,3,18252,513,1339.0,1026,3
HEFT00110,4,16054,818,1446.0,1009,2
HEFT00110,5,18685,958,1874.0,1679,2
HEFT00110,6,17005,736,1587.0,1553,2
HEFT00110,7,11591,1532,1294.0,1053,3
HEFT00110,8,12899,1478,1054.0,1606,2
HEFT00110,9,15788,679,1358.0,1737,3
HEFT00111,0,16283,1153,1973.0,1096,3
HEFT00111,1,13893,1418,1427.0,1274,1
HEFT00111,2,13153,1530,1775.0,1119,1
HEFT00111,3,19486,1098,1846.0,1100,3
HEFT00111,4,12312,634,1607.0,1870,1
HEFT00111,5,14009,1066,1729.0,1774,2
HEFT00111,6,14456,958,1813.0,1081,3
HEFT00112,0,10241,1528,1932.0,1657,1
HEFT00112,1,14557,749,1939.0,1316,1
HEFT00112,2,14049,555,1752.0,1406,1
HEFT00112,3,15109,582,1947.0,1102,2
HEFT00112,4,12689,1243,1269.0,1244,1
HEFT00112,5,14754,1090,1181.0,1113,3
HEFT00112,6,15344,1520,1976.0,1641,2
HEFT00112,7,19625,597,1786.0,1945,3
HEFT00112,8,13437,623,1383.0,1854,3
HEFT00112,9,12118,999,1770.0,1572,3
HEFT00113,0,15295,1227,1229.0,1240,2
HEFT00113,1,18564,1215,1068.0,1389,3
HEFT00113,2,18535,515,1080.0,1661,2
HEFT00113,3,11440,1082,1199.0,1944,3
HEFT00113,4,12382,657,1164.0,1625,1
HEFT00113,5,13405,858,1023.0,1265,2
HEFT00113,6,12057,1395,1607.0,1253,2
HEFT00113,7,13206,1168,1586.0,1549,3
HEFT00113,8,19251,1512,1770.0,1180,2
HEFT00113,9,16501,1061,1685.0,1648,1
HEFT00114,0,14607,809,1733.0,1526,2
HEFT00114,1,13275,932,1508.0,1797,2
HEFT00114,2,11289,1398,1022.0,1035,3
HEFT00114,3,10217,579,1713.0,1931,3
HEFT00114,4,11875,936,1476.0,1440,2
HEFT00114,5,15297,1324,1424.0,1093,2
HEFT00114,6,15813,1311,1414.0,1148,1
HEFT00114,7,12163,1029,1761.0,1103,2
HEFT00114,8,17417,1495,1931.0,1651,3
HEFT00114,9,12764,1179,1736.0,1732,2
HEFT00114,10,16293,1218,1810.0,1313,1
HEFT00115,0,10764,643,1267.0,1569,1
HEFT00115,1,14862,1391,1751.0,1577,3
HEFT00115,2,19096,602,1089.0,1941,2
HEFT00115,3,12245,912,1714.0,1305,2
HEFT00115,4,18813,1414,1522.0,1094,2
HEFT00115,5,11155,1481,1182.0,1592,2
HEFT00115,6,13082,980,1318.0,1573,1
HEFT00115,7,17273,644,1353.0,1206,3
HEFT00115,8,14689,709,1671.0,1260,2
HEFT00115,9,12214,846,1137.0,1223,1
HEFT00116,0,13344,898,1642.0,1178,2
HEFT00116,1,12226,1074,1112.0,1650,1
HEFT00116,2,19513,928,1072.0,1382,1
HEFT00116,3,19016,1140,1530.0,1202,1
HEFT00116,4,15380,703,1140.0,1654,3
HEFT00116,5,16549,1287,1495.0,1185,2
HEFT00116,6,11395,971,1429.0,1965,2
HEFT00117,0,17291,1164,1047.0,1972,2
HEFT00117,1,14044,1046,1467.0,1382,3
HEFT00117,2,18413,1022,1099.0,1184,1
HEFT00117,3,15339,744,1679.0,1054,1
HEFT00117,4,16982,1510,1382.0,1942,3
HEFT00117,5,11051,1098,1118.0,1658,2
HEFT00117,6,13886,545,1531.0,1254,2
HEFT00117,7,19898,1141,1685.0,1188,2
HEFT00117,8,19550,554,1225.0,1381,2
HEFT00117,9,12899,889,1537.0,1787,3
HEFT00117,10,10058,1052,1636.0,1674,3
HEFT00118,0,13305,616,1049.0,1385,2
HEFT00118,1,16907,537,1842.0,1082,2
HEFT00118,2,16563,1365,1294.0,1633,2
HEFT00118,3,16897,589,1674.0,1570,2
HEFT00118,4,19518,1224,1095.0,1730,3
HEFT00118,5,16191,512,1640.0,1363,1
HEFT00118,6,19960,942,1793.0,1245,1
HEFT00119,0,11922,581,1333.0,1378,2
HEFT00119,1,15700,1478,1571.0,1987,3
HEFT00119,2,16596,1230,1664.0,1139,1
HEFT00119,3,17894,1235,1515.0,1326,3
HEFT00119,4,10669,593,1469.0,1542,2
HEFT00119,5,11336,921,1751.0,1115,1
HEFT00119,6,11200,898,1192.0,1243,1
HEFT00120,0,18274,1066,1354.0,1836,2
HEFT00120,1,12118,1217,1766.0,1819,2
HEFT00120,2,10755,1463,1688.0,1704,3
HEFT00120,3,15142,716,1905.0,1159,1
HEFT00120,4,17141,810,1616.0,1448,2
HEFT00120,5,13859,1301,1748.0,1408,1
HEFT00120,6,16465,1413,1163.0,1740,1
HEFT00121,0,11566,912,1933.0,1394,3
HEFT00121,1,12189,1421,1514.0,1896,3
HEFT00121,2,15781,1250,1680.0,1784,1
HEFT00121,3,18199,969,1871.0,1699,2
HEFT00121,4,12348,976,1584.0,1676,2
HEFT00121,5,12232,1442,1270.0,1086,2
HEFT00121,6,13928,793,1161.0,1496,1
HEFT00122,0,13500,1143,1406.0,1353,2
HEFT00122,1,17854,1139,1418.0,1710,3
HEFT00122,2,12309,658,1808.0,1948,1
HEFT00122,3,11366,671,1455.0,1472,3
HEFT00122,4,19979,1249,1937.0,1798,2
HEFT00122,5,14631,1312,1312.0,1957,2
HEFT00122,6,16432,1513,1542.0,1240,3
HEFT00122,7,15069,1275,1596.0,1542,1
HEFT00122,8,16833,620,1591.0,1068,3
HEFT00122,9,18473,614,1166.0,1697,2
HEFT00122,10,10903,580,1954.0,1602,1
HEFT00123,0,10449,1289,1776.0,1477,1
HEFT00123,1,19624,1165,1096.0,1628,2
HEFT00123,2,12353,1174,1912.0,1164,2
HEFT00123,3,19565,700,1274.0,1170,3
HEFT00123,4,11368,1488,1842.0,1977,3
HEFT00123,5,14784,1449,1942.0,1302,2
HEFT00123,6,19639,1131,1920.0,1356,1
HEFT00123,7,17952,645,1351.0,1180,2
HEFT00124,0,19475,534,1774.0,1611,3
HEFT00124,1,11074,1164,1487.0,1876,2
HEFT00124,2,17745,1145,1626.0,1732,2
HEFT00124,3,19737,888,1886.0,1231,3
HEFT00124,4,18122,966,1660.0,1269,3
HEFT00124,5,19242,1175,1772.0,1315,1
HEFT00124,6,15290,1395,1477.0,1308,1
HEFT00124,7,11558,696,1586.0,1371,2
HEFT00124,8,13439,847,1421.0,1751,3
HEFT00125,0,19267,871,1556.0,1668,1
HEFT00125,1,19717,680,1627.0,1444,1
HEFT00125,2,17227,886,1955.0,1592,1
HEFT00125,3,12318,661,1904.0,1726,2
HEFT00125,4,14408,631,1471.0,1117,2
HEFT00125,5,11885,963,1361.0,1871,2
HEFT00125,6,16286,1501,1310.0,1839,2
HEFT00125,7,19870,894,1486.0,1751,1
HEFT00125,8,10948,1145,1629.0,1980,1
HEFT00125,9,15764,584,1555.0,1566,2
HEFT00126,0,16630,912,1412.0,1674,3
HEFT00126,1,16615,1242,1579.0,1482,1
HEFT00126,2,15692,1100,1492.0,1547,2
HEFT00126,3,14184,664,1856.0,1137,3
HEFT00126,4,18206,1379,1039.0,1051,3
HEFT00126,5,16871,1411,1239.0,1012,2
HEFT00126,6,13054,1111,1156.0,1128,2
HEFT00126,7,19118,1428,1210.0,1071,1
HEFT00126,8,12408,1037,1165.0,1617,2
HEFT00127,0,11145,1376,1703.0,1589,3
HEFT00127,1,18312,1164,1361.0,1083,3
HEFT00127,2,15715,1096,1294.0,1306,2
HEFT00127,3,14520,697,1979.0,1662,3
HEFT00127,4,18801,1286,1140.0,1126,1
HEFT00127,5,15472,1239,1397.0,1422,3
HEFT00127,6,11641,1097,1134.0,1004,3
HEFT00127,7,19610,957,1481.0,1119,1
HEFT00128,0,14224,1286,1554.0,1753,2
HEFT00128,1,14915,1296,1738.0,1345,2
HEFT00128,2,12546,626,1605.0,1436,3
HEFT00128,3,16719,654,1553.0,1533,1
HEFT00128,4,15735,903,1861.0,1332,1
HEFT00128,5,10234,945,1080.0,1172,2
HEFT00128,6,11305,948,1790.0,1363,1
HEFT00128,7,11990,829,1284.0,1602,1
HEFT00128,8,18084,1162,1305.0,1272,1
HEFT00129,0,10812,849,1780.0,1701,2
HEFT00129,1,13761,1422,1061.0,1209,1
HEFT00129,2,15268,522,1625.0,1878,3
HEFT00129,3,14943,550,1233.0,1695,2
HEFT00129,4,15573,1007,1044.0,1734,1
HEFT00129,5,19460,669,1044.0,1519,3
HEFT00129,6,11999,1192,1764.0,1550,1
HEFT00130,0,19196,1453,1418.0,1382,3
HEFT00130,1,19693,849,1692.0,1481,2
HEFT00130,2,12230,1056,1205.0,1825,2
HEFT00130,3,17428,1172,1521.0,1414,3
HEFT00130,4,16856,1259,1725.0,1822,3
HEFT00130,5,19867,1346,1851.0,1798,2
HEFT00130,6,14819,1529,1936.0,1061,3
HEFT00130,7,16207,671,1832.0,1118,3
HEFT00130,8,18174,862,1200.0,1064,1
HEFT00130,9,12436,801,1701.0,1002,3
HEFT00130,10,19193,1358,1340.0,1484,2
HEFT00131,0,17369,1524,1314.0,1633,1
HEFT00131,1,15618,805,1824.0,1192,1
HEFT00131,2,11468,999,1859.0,1962,3
HEFT00131,3,12819,1387,1624.0,1995,1
HEFT00131,4,15671,1042,1629.0,1971,2
HEFT00131,5,13169,818,1321.0,1001,1
HEFT00131,6,13318,730,1392.0,1285,2
HEFT00131,7,17016,999,1997.0,1102,1
HEFT00131,8,12987,946,1572.0,1787,2
HEFT00131,9,12397,1161,1102.0,1118,1
HEFT00132,0,15305,764,1013.0,1006,1
HEFT00132,1,12443,1067,1368.0,1412,3
HEFT00132,2,12835,575,1575.0,1403,2
HEFT00132,3,13748,856,1530.0,1597,2
HEFT00132,4,17567,677,1890.0,1857,1
HEFT00132,5,17602,1319,1203.0,1641,1
HEFT00132,6,19707,1500,1314.0,1669,1
HEFT00133,0,16201,877,1869.0,1751,2
HEFT00133,1,13520,1191,1363.0,1992,1
HEFT00133,2,11498,1345,1670.0,1762,3
HEFT00133,3,15582,986,1952.0,1953,3
HEFT00133,4,19142,979,1157.0,1086,1
HEFT00133,5,10951,1085,1764.0,1401,3
HEFT00133,6,10954,1018,1608.0,1263,2
HEFT00134,0,10234,618,1553.0,1403,3
HEFT00134,1,12939,889,1583.0,1802,3
HEFT00134,2,16622,1218,1176.0,1232,3
HEFT00134,3,14595,1169,1898.0,1517,2
HEFT00134,4,19526,1348,1750.0,1887,1
HEFT00134,5,15594,1340,1874.0,1014,3
HEFT00134,6,12748,1400,1897.0,1935,2
HEFT00135,0,17449,1029,1611.0,1328,1
HEFT00135,1,13748,1100,1784.0,1377,2
HEFT00135,2,16432,960,1604.0,1258,2
HEFT00135,3,15573,1317,1825.0,1603,2
HEFT00135,4,18426,1512,1923.0,1701,3
HEFT00135,5,15691,1307,1445.0,1187,3
HEFT00135,6,17476,1301,1142.0,1683,2
HEFT00136,0,14003,1087,1125.0,1255,3
HEFT00136,1,11803,826,1330.0,1609,2
HEFT00136,2,14358,781,1503.0,1672,2
HEFT00136,3,12557,1202,1379.0,1705,1
HEFT00136,4,14682,935,1963.0,1990,3
HEFT00136,5,11731,1132,1877.0,1747,1
HEFT00136,6,12458,980,1612.0,1543,2
HEFT00136,7,16201,612,1138.0,1788,3
HEFT00137,0,15026,1498,1129.0,1778,1
HEFT00137,1,14215,1302,1216.0,1005,3
HEFT00137,2,12437,926,1076.0,1456,3
HEFT00137,3,17154,1371,1377.0,1558,2
HEFT00137,4,10913,780,1865.0,1046,1
HEFT00137,5,11550,1496,1968.0,1944,2
HEFT00137,6,18084,1505,1792.0,1926,3
HEFT00137,7,10810,1349,1153.0,1320,3
HEFT00137,8,17792,1206,1029.0,1924,3
HEFT00138,0,18224,1057,1602.0,1830,2
HEFT00138,1,15562,515,1685.0,1655,1
HEFT00138,2,12308,1162,1831.0,1119,1
HEFT00138,3,16614,1506,1836.0,1653,3
HEFT00138,4,17807,1483,1122.0,1334,2
HEFT00138,5,12681,1000,1298.0,1697,3
HEFT00138,6,19786,822,1626.0,1865,1
HEFT00138,7,10255,1511,1590.0,1487,1
HEFT00139,0,13329,650,1416.0,1415,1
HEFT00139,1,17549,556,1995.0,1232,1
HEFT00139,2,11921,714,1918.0,1290,3
HEFT00139,3,16977,1481,1484.0,1936,3
HEFT00139,4,14112,1231,1598.0,1831,1
HEFT00139,5,17368,1020,1300.0,1131,2
HEFT00139,6,10358,1414,1209.0,1697,1
HEFT00139,7,16130,1379,1345.0,1284,3
HEFT00139,8,19829,851,1381.0,1733,2
HEFT00140,0,13245,735,1055.0,1502,1
HEFT00140,1,13812,526,1049.0,1402,2
HEFT00140,2,11345,585,1564.0,1239,3
HEFT00140,3,14525,950,1329.0,1199,2
HEFT00140,4,19652,1083,1237.0,1654,1
HEFT00140,5,16735,678,1857.0,1545,1
HEFT00140,6,12973,1180,1954.0,1817,3
HEFT00141,0,17496,821,1925.0,1550,2
HEFT00141,1,14036,1065,1314.0,1014,1
HEFT00141,2,11868,1235,1490.0,1020,2
HEFT00141,3,12929,1273,1010.0,1387,3
HEFT00141,4,15526,1473,1653.0,1588,3
HEFT00141,5,19289,914,1008.0,1610,3
HEFT00141,6,19771,886,1148.0,1004,1
HEFT00141,7,19060,1044,1462.0,1342,3
HEFT00141,8,13983,1435,1391.0,1187,1
HEFT00142,0,15366,859,1658.0,1620,2
HEFT00142,1,10146,1325,1835.0,1411,3
HEFT00142,2,10838,943,1771.0,1894,2
HEFT00142,3,17632,737,1729.0,1842,3
HEFT00142,4,14276,1104,1393.0,1257,2
HEFT00142,5,12802,1033,1183.0,1363,2
HEFT00142,6,19513,763,1471.0,1990,2
HEFT00142,7,13269,747,1512.0,1765,2
HEFT00142,8,17426,1416,1297.0,1725,3
HEFT00142,9,16218,733,1496.0,1529,1
HEFT00143,0,14178,1338,1793.0,1362,2
HEFT00143,1,10018,1413,1686.0,1181,1
HEFT00143,2,13877,862,1939.0,1535,3
HEFT00143,3,10114,945,1562.0,1345,2
HEFT00143,4,18183,1390,1662.0,1643,3
HEFT00143,5,10574,971,1531.0,1096,3
HEFT00143,6,14687,1445,1435.0,1238,1
HEFT00143,7,17364,1365,1912.0,1008,1
HEFT00143,8,12058,1396,1532.0,1516,1
HEFT00143,9,18453,1475,1054.0,1877,2
HEFT00143,10,10940,981,1317.0,1400,1
HEFT00144,0,12724,969,1528.0,1432,3
HEFT00144,1,13377,1412,1086.0,1370,2
HEFT00144,2,13573,628,1545.0,1196,3
HEFT00144,3,17476,1195,1854.0,1009,3
HEFT00144,4,15766,1236,1231.0,1872,1
HEFT00144,5,16891,1382,1299.0,1824,2
HEFT00144,6,11996,931,1715.0,1738,2
HEFT00144,7,13216,970,1646.0,1959,2
HEFT00144,8,13046,933,1418.0,1581,2
HEFT00144,9,13682,958,1619.0,1598,3
HEFT00145,0,11750,1446,1023.0,1058,1
HEFT00145,1,10984,1031,1707.0,1067,3
HEFT00145,2,10104,1105,1381.0,1169,2
HEFT00145,3,12672,678,1277.0,1142,2
HEFT00145,4,12259,661,1050.0,1959,1
HEFT00145,5,16236,701,1252.0,1948,2
HEFT00145,6,16037,1144,1476.0,1602,2
HEFT00145,7,13482,1073,1526.0,1317,3
HEFT00145,8,14459,661,1335.0,1038,2
HEFT00145,9,12390,836,1520.0,1853,1
HEFT00146,0,19304,1096,1812.0,1542,2
HEFT00146,1,14689,615,1316.0,1452,1
HEFT00146,2,19371,866,1373.0,1809,3
HEFT00146,3,10731,745,1314.0,1123,1
HEFT00146,4,18091,762,1585.0,1773,2
HEFT00146,5,18524,892,1551.0,1121,3
HEFT00146,6,12450,1424,1529.0,1647,3
HEFT00146,7,14594,906,1144.0,1176,3
HEFT00146,8,14097,907,1911.0,1558,1
HEFT00146,9,14077,585,1668.0,1704,2
HEFT00146,10,18940,1474,1167.0,1486,3
HEFT00147,0,18469,1299,1358.0,1928,3
HEFT00147,1,13639,706,1953.0,1480,2
HEFT00147,2,19560,1454,1962.0,1285,1
HEFT00147,3,14097,646,1302.0,1470,1
HEFT00147,4,14555,1497,1404.0,1608,3
HEFT00147,5,14768,951,1400.0,1792,3
HEFT00147,6,17410,1162,1972.0,1273,3
HEFT00147,7,17794,1070,1799.0,1765,2
HEFT00147,8,18764,691,1421.0,1311,3
HEFT00147,9,15802,736,1125.0,1865,3
HEFT00148,0,11067,904,1364.0,1076,2
HEFT00148,1,17781,744,1752.0,1247,1
HEFT00148,2,10327,1493,1944.0,1577,3
HEFT00148,3,17983,1467,1727.0,1115,3
HEFT00148,4,14081,1456,1374.0,1177,3
HEFT00148,5,10953,1151,1506.0,1592,3
HEFT00148,6,18980,921,1218.0,1480,3
HEFT00148,7,10601,567,1443.0,1136,3
HEFT00148,8,17096,1405,1155.0,1927,1
HEFT00148,9,18402,989,1618.0,1339,1
HEFT00149,0,18411,555,1237.0,1764,3
HEFT00149,1,17754,870,1185.0,1087,3
HEFT00149,2,17855,1107,1351.0,1596,1
HEFT00149,3,16150,587,1253.0,1709,1
HEFT00149,4,13481,910,1166.0,1264,3
HEFT00149,5,16107,1061,1945.0,1523,3
HEFT00149,6,16810,544,1538.0,1183,2
HEFT00149,7,12761,1240,1484.0,1170,2
HEFT00149,8,15992,1486,1752.0,1699,2
HEFT00150,0,10194,868,1449.0,1122,2
HEFT00150,1,15691,1402,1243.0,1958,1
HEFT00150,2,16997,1469,1367.0,1829,2
